pattern_id,tag,title,canonical_code,alternative_code,adaptation,status
PAT-MEM-PACKED-TRANSPOSE-001,exam-derived:transpose,Packed 8x8 bit-matrix transpose,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-MEM-PACKED-TRANSPOSE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-MEM-PACKED-TRANSPOSE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-PACKED-MATMUL-001,exam-derived:matmul,Packed binary matrix multiplication,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PACKED-MATMUL-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PACKED-MATMUL-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-DFS-STACK-001,exam-derived:dfs-stack,Bounded DFS with an explicit stack,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DFS-STACK-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DFS-STACK-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-COMPONENT-MERGE-001,exam-derived:component-merge,Component-label merge,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COMPONENT-MERGE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COMPONENT-MERGE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-LCG-001,exam-derived:lcg,Five-argument linear congruential generator,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LCG-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LCG-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-RUN-LENGTH-001,exam-derived:rle,Run-length encoding,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-RUN-LENGTH-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-RUN-LENGTH-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-LOOK-AND-SAY-001,exam-derived:look-say,Bounded look-and-say generation,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LOOK-AND-SAY-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LOOK-AND-SAY-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-INDIRECT-RECURRENCE-001,exam-derived:recaman,Indirect-index recurrence,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-INDIRECT-RECURRENCE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-INDIRECT-RECURRENCE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-REDUCTION-001,exam-derived:reduction,Signed min max and sum reduction,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-REDUCTION-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-REDUCTION-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-CONSUME-ONCE-MATCH-001,exam-derived:bulls,Consume-once duplicate-safe matching,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-CONSUME-ONCE-MATCH-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-CONSUME-ONCE-MATCH-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;SIMULATOR_EXECUTED_PASS_ARM
PAT-ALG-LINEAR-SEARCH-001,supplementary:linear-search,Linear search variants,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LINEAR-SEARCH-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LINEAR-SEARCH-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-BINARY-SEARCH-001,supplementary:binary-search,Binary search and lower bound,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BINARY-SEARCH-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BINARY-SEARCH-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-ARRAY-REVERSAL-001,supplementary:reverse,In-place array reversal,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-ARRAY-REVERSAL-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-ARRAY-REVERSAL-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-ARRAY-ROTATION-001,supplementary:rotate,Left and right array rotation,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-ARRAY-ROTATION-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-ARRAY-ROTATION-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-SELECTION-SORT-001,supplementary:selection,Selection sort,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-SELECTION-SORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-SELECTION-SORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-BUBBLE-SORT-001,supplementary:bubble,Bubble sort with early termination,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BUBBLE-SORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BUBBLE-SORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-MERGE-SORT-001,supplementary:merge-sort,Stable merge sort,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MERGE-SORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MERGE-SORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-QUICKSORT-001,supplementary:quicksort,Partition-based quicksort,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-QUICKSORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-QUICKSORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-HEAP-SORT-001,supplementary:heap-sort,Heap construction and heap sort,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HEAP-SORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HEAP-SORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-COUNTING-SORT-001,supplementary:counting-sort,Bounded counting sort,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COUNTING-SORT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COUNTING-SORT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-GCD-LCM-001,supplementary:gcd,Euclidean GCD and overflow-aware LCM,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-GCD-LCM-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-GCD-LCM-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-PRIME-FACTORIZATION-001,supplementary:prime,Prime testing and trial factorization,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PRIME-FACTORIZATION-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PRIME-FACTORIZATION-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-INTEGER-SQRT-001,supplementary:isqrt,Integer square root,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-INTEGER-SQRT-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-INTEGER-SQRT-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-FAST-POWER-001,supplementary:power,Exponentiation by squaring,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-FAST-POWER-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-FAST-POWER-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-DECIMAL-DIGITS-001,supplementary:digits,Decimal digit algorithms,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DECIMAL-DIGITS-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DECIMAL-DIGITS-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-POPCOUNT-PARITY-001,supplementary:popcount,Population count and parity,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-POPCOUNT-PARITY-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-POPCOUNT-PARITY-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-BITFIELD-001,supplementary:bitfield,Bitfield extraction insertion and packing,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BITFIELD-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BITFIELD-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-SATURATING-ARITHMETIC-001,supplementary:saturate,Clamp absolute saturation and overflow,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-SATURATING-ARITHMETIC-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-SATURATING-ARITHMETIC-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-PREFIX-SUM-001,supplementary:prefix,Prefix sums and range sums,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PREFIX-SUM-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-PREFIX-SUM-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-HISTOGRAM-MODE-001,supplementary:histogram,Histogram frequency and mode,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HISTOGRAM-MODE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HISTOGRAM-MODE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-HORNER-001,supplementary:horner,Horner polynomial evaluation,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HORNER-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-HORNER-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-MOVING-AVERAGE-001,supplementary:moving,Moving average and sliding window,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MOVING-AVERAGE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MOVING-AVERAGE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-STRING-PRIMITIVES-001,supplementary:string,Bounded string primitives,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-STRING-PRIMITIVES-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-STRING-PRIMITIVES-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-MEMMOVE-001,supplementary:memmove,Overlap-safe memory movement,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MEMMOVE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-MEMMOVE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-CHECKSUM-CRC-001,supplementary:checksum,Checksums and CRC table structure,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-CHECKSUM-CRC-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-CHECKSUM-CRC-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-DS-RING-BUFFER-001,supplementary:ring,Circular ring buffer,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-RING-BUFFER-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-RING-BUFFER-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-DS-STACK-001,supplementary:stack,Array-backed stack,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-STACK-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-STACK-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-DS-CIRCULAR-QUEUE-001,supplementary:queue,Circular queue,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-CIRCULAR-QUEUE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-CIRCULAR-QUEUE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-DS-LINKED-LIST-001,supplementary:linked,Singly linked-list operations,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-LINKED-LIST-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-LINKED-LIST-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-BFS-001,supplementary:bfs,Breadth-first search,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BFS-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-BFS-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-RECURSIVE-DFS-001,supplementary:recursive-dfs,Recursive DFS with depth contract,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-RECURSIVE-DFS-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-RECURSIVE-DFS-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-FLOOD-FILL-001,supplementary:flood,Flood fill and maze propagation,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-FLOOD-FILL-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-FLOOD-FILL-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-DIJKSTRA-001,supplementary:dijkstra,Dijkstra shortest path,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DIJKSTRA-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-DIJKSTRA-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-DS-UNION-FIND-001,supplementary:union-find,Union-find with compression and rank,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-UNION-FIND-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-DS-UNION-FIND-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-KNAPSACK-001,supplementary:knapsack,Bounded zero-one knapsack,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-KNAPSACK-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-KNAPSACK-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-COIN-CHANGE-001,supplementary:coin,Coin change,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COIN-CHANGE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-COIN-CHANGE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-LIS-001,supplementary:lis,Longest increasing subsequence,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LIS-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-LIS-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
PAT-ALG-EDIT-DISTANCE-001,supplementary:edit,Edit distance,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-EDIT-DISTANCE-001/c/reference.c,02 - Code Recipes/11 - Maximum Algorithm Reference/PAT-ALG-EDIT-DISTANCE-001/arm/implementation.s,"Match the documented ABI, width, signedness, capacity and boundary policy.",HOST_EDGE_TESTED_C;COMPILE_ONLY_ARM
